0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0030959752321981,0.0,0.0,-0.011649254733834,-0.0012176007917991004,0.0055487101685020995,0.0
0.0,0.0,0.0,0.0019117480349448168,0.0,0.0,0.003009740063720685,0.006026972841559708,-0.0011012892772822745,0.0
0.0,0.0,0.0,-0.008910226692810354,0.0,0.0,-0.01064877169569493,-0.005079726437737263,0.0019346335097260754,0.0
0.0,0.0,0.0,-0.0018573206457879786,0.0,0.0,-0.01733857325306072,-0.0034014942911497602,0.008743978600807825,0.0
0.0,0.0,0.001615896652161301,0.017424681404373484,0.0,0.0,0.006833270659642364,-0.000601280900429416,0.012616638615856044,0.0
0.0,0.0,-0.00555666758495292,-0.0009949215560937814,0.0,0.0,-0.0031384446819624975,-0.001205370834498242,-0.012145087610397332,0.0
0.0,0.0,0.0051158654649113115,-0.006180911221681567,0.0,0.0,0.0028501169120878187,-0.005843512221176108,-0.015770704326024024,0.0
0.0,0.0,-0.00396993096854096,0.005778103264214394,0.0,0.0,0.0024163561993878497,0.006097723561812656,0.01795358626300679,0.0
0.0,0.0,0.007205822858525442,-0.006466709930784811,0.0,0.0,-0.008741334369043912,0.011626889894713908,0.01008442687693961,0.0
0.0,0.0,0.004540152304995419,0.0006617897122887283,0.0,0.0,0.0003134332836309548,-0.006395507867013284,0.0012463183343500482,0.0
0.0,0.0,-0.011032978032447018,-0.0009368136722085876,0.0041673647244523,0.0,-0.009785889026440635,0.009555410646535404,-0.005619121460714795,0.0
0.0,0.0,0.07216293334392627,-0.0027732931243392833,-0.010010364020912396,0.0,-0.00772769267798688,0.0009231319521613016,0.012337209762545175,0.0
0.0,0.0,0.0,0.007513821888374871,-0.00042127446856209767,0.0,0.0,-0.0004995081895346979,-0.0028171305127333048,0.0
0.0,0.0,0.0,-9.45205738141447e-05,-0.0027220217083361534,0.0,0.0,0.000972417206753699,-0.009846817209983889,0.0
0.0,0.0,0.0,-0.020703132516806784,-0.0046791313665688035,0.0,0.0,-0.04750856057321633,-0.023094126965339145,0.0
