,Semester,Days,S1,S2,Pair,Return,Converged,Count day,date,is_bear_market
649,8,2,RTN,STI,RTN-STI,1.020031419128755,True,1086,1995-09-28,0
650,8,26,RTN,STI,RTN-STI,1.0289893307756497,True,1116,1995-11-13,0
651,8,2,RTN,STI,RTN-STI,1.0458412077334414,True,1119,1995-11-16,0
652,8,3,RTN,STI,RTN-STI,1.0221019425923754,True,1123,1995-11-22,0
653,8,34,1005945D,DTE,1005945D-DTE,1.055759220808664,True,1037,1995-07-20,0
654,8,3,1005945D,DTE,1005945D-DTE,1.0227156188992192,True,1066,1995-08-30,0
655,8,4,1005945D,DTE,1005945D-DTE,1.0296194014752833,True,1073,1995-09-11,0
656,8,54,1005945D,DTE,1005945D-DTE,0.9782088554124038,False,1129,1995-12-01,0
657,8,14,MDP,41018Q,MDP-41018Q,1.0277246181690585,True,1020,1995-06-26,0
658,8,107,MDP,41018Q,MDP-41018Q,0.7526029303086074,False,1129,1995-12-01,0
659,8,29,TGNA,GPC,TGNA-GPC,1.0299592705441858,True,1032,1995-07-13,0
660,8,6,TGNA,GPC,TGNA-GPC,1.0256041790699602,True,1072,1995-09-08,0
661,8,35,TGNA,GPC,TGNA-GPC,0.9547139989900408,False,1129,1995-12-01,0
662,9,6,JCI,1436513D,JCI-1436513D,1.000017675732526,True,1134,1995-12-08,0
663,9,46,JCI,1436513D,JCI-1436513D,1.0000275372136516,True,1181,1996-02-16,0
664,9,20,JCI,1436513D,JCI-1436513D,1.0000200682849134,True,1202,1996-03-19,0
665,9,3,JCI,1436513D,JCI-1436513D,1.0000275731532782,True,1205,1996-03-22,0
666,9,8,JCI,1436513D,JCI-1436513D,1.0000220459949478,True,1213,1996-04-03,0
667,9,2,JCI,1436513D,JCI-1436513D,1.0000393415064102,True,1215,1996-04-05,0
668,9,2,JCI,1436513D,JCI-1436513D,1.0000272361309013,True,1218,1996-04-10,0
669,9,3,JCI,1436513D,JCI-1436513D,1.0000119713515827,True,1221,1996-04-15,0
670,9,32,JCI,1436513D,JCI-1436513D,0.9999886747096168,False,1254,1996-05-31,0
671,9,54,D,UEP,D-UEP,1.0197652625150573,True,1184,1996-02-22,0
672,9,38,D,UEP,D-UEP,1.0360266378058278,True,1226,1996-04-22,0
673,9,23,D,UEP,D-UEP,0.9998911904391496,False,1254,1996-05-31,0
674,9,104,DUK,SO,DUK-SO,0.952932462752743,False,1254,1996-05-31,0
675,9,30,45200Q,EXC,45200Q-EXC,1.0483250816666727,True,1165,1996-01-25,0
676,9,88,45200Q,EXC,45200Q-EXC,0.8582070901807133,False,1254,1996-05-31,0
677,9,7,AEP,TXU,AEP-TXU,1.0425265284891276,True,1135,1995-12-11,0
678,9,33,AEP,TXU,AEP-TXU,1.0183570184107562,True,1175,1996-02-08,0
679,9,3,AEP,TXU,AEP-TXU,1.023597106701981,True,1190,1996-03-01,0
680,9,3,AEP,TXU,AEP-TXU,1.0312183521677605,True,1198,1996-03-13,0
681,9,18,AEP,TXU,AEP-TXU,1.0180193633037105,True,1243,1996-05-15,0
682,9,4,AEP,TXU,AEP-TXU,1.0064144307383331,False,1254,1996-05-31,0
683,9,121,ED,EXC,ED-EXC,0.9512466242142384,False,1254,1996-05-31,0
684,9,16,DUK,TXU,DUK-TXU,1.0574889815622952,True,1144,1995-12-22,0
685,9,21,DUK,TXU,DUK-TXU,1.0185031061982934,True,1173,1996-02-06,0
686,9,2,DUK,TXU,DUK-TXU,1.0163534794423594,True,1187,1996-02-27,0
687,9,8,DUK,TXU,DUK-TXU,1.0185855392095755,True,1216,1996-04-08,0
688,9,26,AEP,DUK,AEP-DUK,1.0269750141440668,True,1155,1996-01-10,0
689,9,17,AEP,DUK,AEP-DUK,1.032725685679218,True,1178,1996-02-13,0
690,9,12,AEP,DUK,AEP-DUK,1.0139365384532444,True,1197,1996-03-12,0
691,9,6,AEP,DUK,AEP-DUK,1.031251110311892,True,1212,1996-04-02,0
692,9,8,AEP,DUK,AEP-DUK,1.0162797899052505,True,1237,1996-05-07,0
693,9,10,AEP,DUK,AEP-DUK,1.0148685016002967,False,1254,1996-05-31,0
694,9,8,XEL,PPW,XEL-PPW,1.029401233987138,True,1136,1995-12-12,0
695,9,4,XEL,PPW,XEL-PPW,1.027690035031062,True,1159,1996-01-17,0
696,9,5,XEL,PPW,XEL-PPW,1.0256611419853132,True,1197,1996-03-12,0
697,9,4,XEL,PPW,XEL-PPW,1.027324864122641,True,1203,1996-03-20,0
698,9,20,XEL,PPW,XEL-PPW,1.0262119348223602,True,1228,1996-04-24,0
699,9,21,XEL,PPW,XEL-PPW,0.9457277794178288,False,1254,1996-05-31,0
700,9,89,EXC,SO,EXC-SO,0.895477531920814,False,1254,1996-05-31,0
701,9,3,329556Q,3891289Q,329556Q-3891289Q,1.0304973753989295,True,1133,1995-12-07,0
702,9,20,329556Q,3891289Q,329556Q-3891289Q,1.0437328363319431,True,1155,1996-01-10,0
703,9,3,329556Q,3891289Q,329556Q-3891289Q,1.0453113929655973,True,1164,1996-01-24,0
704,9,11,329556Q,3891289Q,329556Q-3891289Q,1.0550161949584058,True,1176,1996-02-09,0
705,9,65,329556Q,3891289Q,329556Q-3891289Q,0.8877218725395062,False,1254,1996-05-31,0
706,9,70,9876566D,134618Q,9876566D-134618Q,1.0207678997022431,True,1198,1996-03-13,0
707,9,55,9876566D,134618Q,9876566D-134618Q,0.9672367334133268,False,1254,1996-05-31,0
708,9,36,1005945D,ED,1005945D-ED,1.0186887454493392,True,1172,1996-02-05,0
709,9,3,1005945D,ED,1005945D-ED,1.0231029906476805,True,1185,1996-02-23,0
710,9,31,1005945D,ED,1005945D-ED,1.0206690212901883,True,1219,1996-04-11,0
711,9,19,1005945D,ED,1005945D-ED,1.0257665697400915,True,1240,1996-05-10,0
712,9,3,CEG,ED,CEG-ED,1.0237250768141524,True,1132,1995-12-06,0
713,9,32,CEG,ED,CEG-ED,1.0272187721684698,True,1183,1996-02-21,0
714,9,40,CEG,ED,CEG-ED,0.9344990757424032,False,1254,1996-05-31,0
715,9,11,236555Q,0961514D,236555Q-0961514D,1.0431582706352305,True,1144,1995-12-22,0
716,9,107,236555Q,0961514D,236555Q-0961514D,0.944066589371317,False,1254,1996-05-31,0
717,9,4,CNP,RTN,CNP-RTN,1.0430637728302723,True,1142,1995-12-20,0
718,9,110,CNP,RTN,CNP-RTN,0.951911929097018,False,1254,1996-05-31,0
719,9,5,1005945D,CEG,1005945D-CEG,1.0223974708398158,True,1147,1995-12-28,0
720,9,61,1005945D,CEG,1005945D-CEG,0.9518026194081284,False,1254,1996-05-31,0
721,9,2,XOM,HNZ,XOM-HNZ,1.0357235402406264,True,1133,1995-12-07,0
722,9,10,XOM,HNZ,XOM-HNZ,1.0248210172541894,True,1152,1996-01-05,0
723,9,24,XOM,HNZ,XOM-HNZ,1.0294279264028472,True,1176,1996-02-09,0
724,9,6,XOM,HNZ,XOM-HNZ,1.0319132052659763,True,1182,1996-02-20,0
725,9,4,XOM,HNZ,XOM-HNZ,1.0272502203354583,True,1190,1996-03-01,0
726,9,14,XOM,HNZ,XOM-HNZ,1.038189087255,True,1205,1996-03-22,0
727,9,47,XOM,HNZ,XOM-HNZ,0.8784489010526578,False,1254,1996-05-31,0
728,9,22,NEE,CIN,NEE-CIN,1.0261856504271636,True,1150,1996-01-03,0
729,9,3,NEE,CIN,NEE-CIN,1.015038549821378,True,1163,1996-01-23,0
730,9,4,NEE,CIN,NEE-CIN,1.0250203434647482,True,1167,1996-01-29,0
731,9,11,NEE,CIN,NEE-CIN,1.02120264243715,True,1180,1996-02-15,0
732,9,6,NEE,CIN,NEE-CIN,1.019613289569341,True,1188,1996-02-28,0
733,9,2,NEE,CIN,NEE-CIN,1.0166471658824792,True,1192,1996-03-05,0
734,9,2,NEE,CIN,NEE-CIN,1.0228903420496709,True,1196,1996-03-11,0
735,9,15,NEE,CIN,NEE-CIN,1.0211936472387453,True,1213,1996-04-03,0
736,9,39,NEE,CIN,NEE-CIN,0.9598972833631216,False,1254,1996-05-31,0
737,9,15,BMY,1028411Q,BMY-1028411Q,1.0677916017614053,True,1157,1996-01-12,0
738,9,41,BMY,1028411Q,BMY-1028411Q,1.0540008628173096,True,1204,1996-03-21,0
739,9,28,BMY,1028411Q,BMY-1028411Q,1.0341869453263326,True,1245,1996-05-17,0
740,9,5,BMY,1028411Q,BMY-1028411Q,0.9901815112030986,False,1254,1996-05-31,0
741,10,2,JCI,1436513D,JCI-1436513D,1.0000287947055195,True,1259,1996-06-07,0
742,10,2,JCI,1436513D,JCI-1436513D,1.00001357267615,True,1284,1996-07-15,0
743,10,2,JCI,1436513D,JCI-1436513D,1.0000127766846163,True,1286,1996-07-17,0
744,10,2,JCI,1436513D,JCI-1436513D,1.000009368208049,True,1292,1996-07-25,0
745,10,2,JCI,1436513D,JCI-1436513D,1.0000119136821344,True,1302,1996-08-08,0
746,10,4,JCI,1436513D,JCI-1436513D,1.0000211279443476,True,1308,1996-08-16,0
747,10,2,JCI,1436513D,JCI-1436513D,1.0000113370659616,True,1313,1996-08-23,0
748,10,2,JCI,1436513D,JCI-1436513D,1.000021915889678,True,1315,1996-08-27,0
749,10,2,JCI,1436513D,JCI-1436513D,1.0000229696940648,True,1318,1996-08-30,0
750,10,6,JCI,1436513D,JCI-1436513D,1.0000229698161314,True,1325,1996-09-11,0
751,10,2,JCI,1436513D,JCI-1436513D,1.0000240345070042,True,1327,1996-09-13,0
752,10,6,JCI,1436513D,JCI-1436513D,1.0000318358245015,True,1336,1996-09-26,0
753,10,4,JCI,1436513D,JCI-1436513D,1.0000145150348396,True,1365,1996-11-07,0
754,10,13,XOM,3891289Q,XOM-3891289Q,1.0424405902891407,True,1266,1996-06-18,0
755,10,7,XOM,3891289Q,XOM-3891289Q,1.0271842334469463,True,1277,1996-07-03,0
756,10,5,XOM,3891289Q,XOM-3891289Q,1.021316700494446,True,1297,1996-08-01,0
757,10,2,XOM,3891289Q,XOM-3891289Q,1.017131724342845,True,1321,1996-09-05,0
758,10,46,XOM,3891289Q,XOM-3891289Q,0.9337157820960794,False,1381,1996-12-03,0
759,10,9,NEE,CIN,NEE-CIN,1.027328167331128,True,1262,1996-06-12,0
760,10,7,NEE,CIN,NEE-CIN,1.0266417072677874,True,1271,1996-06-25,0
761,10,81,NEE,CIN,NEE-CIN,0.9403213977936856,False,1381,1996-12-03,0
762,10,11,375573Q,MWI,375573Q-MWI,1.0613227556633902,True,1270,1996-06-24,0
763,10,5,375573Q,MWI,375573Q-MWI,1.051117592707674,True,1279,1996-07-08,0
764,10,58,375573Q,MWI,375573Q-MWI,1.0424867194200442,True,1343,1996-10-07,0
765,10,33,375573Q,MWI,375573Q-MWI,1.0222951478754994,False,1381,1996-12-03,0
766,10,5,D,UEP,D-UEP,1.0198058048553325,True,1271,1996-06-25,0
767,10,63,D,UEP,D-UEP,1.018856040057787,True,1337,1996-09-27,0
768,10,10,D,UEP,D-UEP,1.015349250499052,True,1356,1996-10-25,0
769,10,12,D,UEP,D-UEP,1.006384678683156,False,1381,1996-12-03,0
770,10,20,CEG,D,CEG-D,1.0212544585866838,True,1273,1996-06-27,0
771,10,5,CEG,D,CEG-D,1.0344898913675145,True,1286,1996-07-17,0
772,10,11,CEG,D,CEG-D,1.046122115652223,True,1348,1996-10-15,0
773,10,10,CEG,D,CEG-D,1.0250073568831444,True,1365,1996-11-07,0
774,10,59,ETR,CIN,ETR-CIN,1.0341781658185734,True,1312,1996-08-22,0
775,10,67,ETR,CIN,ETR-CIN,0.9500554616407728,False,1381,1996-12-03,0
776,10,13,BEAM,CEG,BEAM-CEG,1.0357837143944966,True,1268,1996-06-20,0
777,10,14,BEAM,CEG,BEAM-CEG,1.047358140210264,True,1286,1996-07-17,0
778,10,4,BEAM,CEG,BEAM-CEG,1.0252824214625522,True,1310,1996-08-20,0
779,10,60,BEAM,CEG,BEAM-CEG,0.9047765592803791,False,1381,1996-12-03,0
780,10,25,45200Q,2500Q,45200Q-2500Q,1.0316060475059323,True,1278,1996-07-05,0
781,10,24,45200Q,2500Q,45200Q-2500Q,1.037282858356078,True,1344,1996-10-08,0
782,10,33,45200Q,2500Q,45200Q-2500Q,0.8860654063156517,False,1381,1996-12-03,0
783,10,116,AEP,DUK,AEP-DUK,0.9640788953831684,False,1381,1996-12-03,0
784,10,30,300583Q,2500Q,300583Q-2500Q,1.0351145026584192,True,1284,1996-07-15,0
785,10,77,300583Q,2500Q,300583Q-2500Q,1.0460270317825784,True,1373,1996-11-20,0
786,10,27,PPW,GPUI,PPW-GPUI,1.0302459166775704,True,1332,1996-09-20,0
787,10,5,PPW,GPUI,PPW-GPUI,0.9923068096886452,False,1381,1996-12-03,0
788,10,64,3277Q,SPGI,3277Q-SPGI,1.0381960048614012,True,1325,1996-09-11,0
789,10,7,3277Q,SPGI,3277Q-SPGI,1.035621913120648,True,1339,1996-10-01,0
790,10,29,3277Q,SPGI,3277Q-SPGI,0.905090250100934,False,1381,1996-12-03,0
791,10,15,UN,DJ,UN-DJ,1.0292844653149025,True,1276,1996-07-02,0
792,10,84,UN,DJ,UN-DJ,0.7287081270679238,False,1381,1996-12-03,0
793,10,5,0961514D,UNM,0961514D-UNM,1.027246925105569,True,1275,1996-07-01,0
794,10,100,0961514D,UNM,0961514D-UNM,0.860405014963115,False,1381,1996-12-03,0
795,10,119,WFC,1618Q,WFC-1618Q,0.9449456989327568,False,1381,1996-12-03,0
796,10,40,TGNA,KRI,TGNA-KRI,1.023022083297724,True,1298,1996-08-02,0
797,10,5,TGNA,KRI,TGNA-KRI,1.0245226146673618,True,1311,1996-08-21,0
798,10,24,TGNA,KRI,TGNA-KRI,1.0457755375867706,True,1350,1996-10-17,0
799,10,4,TGNA,KRI,TGNA-KRI,1.0373648508697275,True,1361,1996-11-01,0
800,10,2,TGNA,KRI,TGNA-KRI,1.0438718702705692,True,1369,1996-11-14,0
801,10,102,CEG,236555Q,CEG-236555Q,0.9172944489783248,False,1381,1996-12-03,0
802,10,26,XEL,SO,XEL-SO,1.0380042272023648,True,1300,1996-08-06,0
803,10,38,XEL,SO,XEL-SO,1.0232248429993298,True,1362,1996-11-04,0
804,10,38,1005945D,K,1005945D-K,1.052085306715541,True,1295,1996-07-30,0
805,10,16,1005945D,K,1005945D-K,1.0322150099028675,True,1321,1996-09-05,0
806,10,47,1005945D,K,1005945D-K,0.8830219047431093,False,1381,1996-12-03,0
807,11,2,JCI,1436513D,JCI-1436513D,1.0000096387755708,True,1383,1996-12-05,0
808,11,5,JCI,1436513D,JCI-1436513D,1.0000277708000456,True,1391,1996-12-17,0
809,11,2,JCI,1436513D,JCI-1436513D,1.00002045619413,True,1395,1996-12-23,0
810,11,4,JCI,1436513D,JCI-1436513D,1.000019998767001,True,1399,1996-12-30,0
811,11,2,JCI,1436513D,JCI-1436513D,1.0000101556224568,True,1401,1997-01-02,0
812,11,4,JCI,1436513D,JCI-1436513D,1.000019951235699,True,1414,1997-01-22,0
813,11,2,JCI,1436513D,JCI-1436513D,1.0000206910971612,True,1422,1997-02-03,0
814,11,2,JCI,1436513D,JCI-1436513D,1.0000106759401417,True,1425,1997-02-06,0
815,11,2,JCI,1436513D,JCI-1436513D,1.0000206658753856,True,1431,1997-02-14,0
816,11,2,JCI,1436513D,JCI-1436513D,1.0000088688800548,True,1433,1997-02-19,0
817,11,3,JCI,1436513D,JCI-1436513D,1.0000198605589057,True,1436,1997-02-24,0
818,11,3,JCI,1436513D,JCI-1436513D,1.0000205260075803,True,1442,1997-03-04,0
819,11,2,JCI,1436513D,JCI-1436513D,1.0000224136647913,True,1446,1997-03-10,0
820,11,2,JCI,1436513D,JCI-1436513D,1.0000200294462944,True,1448,1997-03-12,0
821,11,2,JCI,1436513D,JCI-1436513D,1.000023798165566,True,1452,1997-03-18,0
822,11,2,JCI,1436513D,JCI-1436513D,1.000023092568702,True,1454,1997-03-20,0
823,11,2,JCI,1436513D,JCI-1436513D,1.000023092568702,True,1462,1997-04-01,0
824,11,2,JCI,1436513D,JCI-1436513D,1.000024664011678,True,1465,1997-04-04,0
825,11,2,JCI,1436513D,JCI-1436513D,1.0000235656715537,True,1468,1997-04-09,0
826,11,2,JCI,1436513D,JCI-1436513D,1.0000202378808536,True,1474,1997-04-17,0
827,11,3,JCI,1436513D,JCI-1436513D,1.0000189486171949,True,1478,1997-04-23,0
828,11,2,JCI,1436513D,JCI-1436513D,1.0000204414192797,True,1480,1997-04-25,0
829,11,2,JCI,1436513D,JCI-1436513D,1.000021506172316,True,1483,1997-04-30,0
830,11,5,JCI,1436513D,JCI-1436513D,1.000025503736137,True,1488,1997-05-07,0
831,11,85,XEL,UEP,XEL-UEP,0.9147606857438724,False,1505,1997-06-02,0
832,11,6,XEL,PPL,XEL-PPL,1.0211666274165851,True,1391,1996-12-17,0
833,11,84,XEL,PPL,XEL-PPL,0.8234597479345281,False,1505,1997-06-02,0
834,11,14,UEP,PPL,UEP-PPL,1.037424663434162,True,1399,1996-12-30,0
835,11,75,UEP,PPL,UEP-PPL,0.9262998385411996,False,1505,1997-06-02,0
836,11,88,CEG,UEP,CEG-UEP,1.0184449077826152,True,1486,1997-05-05,0
837,11,9,CEG,UEP,CEG-UEP,1.020224297325048,True,1500,1997-05-23,0
838,11,11,CEG,PPL,CEG-PPL,1.030279954991342,True,1396,1996-12-24,0
839,11,104,CEG,PPL,CEG-PPL,0.9140592029523082,False,1505,1997-06-02,0
840,11,14,D,PPL,D-PPL,1.0430097457232697,True,1394,1996-12-20,0
841,11,63,D,PPL,D-PPL,1.0086761644016415,True,1461,1997-03-31,0
842,11,10,D,PPL,D-PPL,1.0172034466985338,True,1489,1997-05-08,0
843,11,2,D,PPL,D-PPL,1.025012905345159,True,1493,1997-05-14,0
844,11,8,D,PPL,D-PPL,0.9654969469284064,False,1505,1997-06-02,0
845,11,12,XEL,CEG,XEL-CEG,1.0216303915556404,True,1412,1997-01-17,0
846,11,16,XEL,CEG,XEL-CEG,1.0288017715499451,True,1466,1997-04-07,0
847,11,33,XEL,CEG,XEL-CEG,0.9594718380083566,False,1505,1997-06-02,0
848,11,19,SO,UEP,SO-UEP,1.023561711037993,True,1432,1997-02-18,0
849,11,4,SO,UEP,SO-UEP,1.0274130431903747,True,1442,1997-03-04,0
850,11,5,CEG,D,CEG-D,1.0201654026418625,True,1428,1997-02-11,0
851,11,68,CEG,D,CEG-D,1.002292966861951,False,1505,1997-06-02,0
852,11,100,XEL,SO,XEL-SO,0.8964230492811835,False,1505,1997-06-02,0
853,11,37,D,UEP,D-UEP,1.016877733787951,True,1436,1997-02-24,0
854,11,64,D,UEP,D-UEP,0.9984410917234752,False,1505,1997-06-02,0
855,11,43,D,SO,D-SO,1.03289311427238,True,1437,1997-02-25,0
856,11,15,D,SO,D-SO,1.0214606121678782,True,1458,1997-03-26,0
857,11,4,D,SO,D-SO,1.0278702124827537,True,1462,1997-04-01,0
858,11,39,D,SO,D-SO,1.0253418935717202,True,1503,1997-05-29,0
859,11,9,SO,PPL,SO-PPL,1.028097892942438,True,1389,1996-12-13,0
860,11,31,SO,PPL,SO-PPL,1.0258931680558974,True,1425,1997-02-06,0
861,11,69,SO,PPL,SO-PPL,0.9671979403885108,False,1505,1997-06-02,0
862,11,123,SAF,TMK,SAF-TMK,0.8207712758688869,False,1505,1997-06-02,0
863,11,49,45200Q,TXU,45200Q-TXU,1.0316397287257324,True,1430,1997-02-13,0
864,11,2,45200Q,TXU,45200Q-TXU,1.0284684723240038,True,1432,1997-02-18,0
865,11,37,45200Q,TXU,45200Q-TXU,1.0280673802777025,True,1475,1997-04-18,0
866,11,7,45200Q,TXU,45200Q-TXU,1.0280561388712024,True,1485,1997-05-02,0
867,11,12,45200Q,TXU,45200Q-TXU,1.0132194528435177,False,1505,1997-06-02,0
868,11,10,XEL,D,XEL-D,1.026612966914218,True,1412,1997-01-17,0
869,11,13,XEL,D,XEL-D,1.0305937579799551,True,1428,1997-02-11,0
870,11,69,XEL,D,XEL-D,0.8997036412661981,False,1505,1997-06-02,0
871,11,55,CEG,SO,CEG-SO,1.022956094798539,True,1452,1997-03-18,0
872,11,17,CEG,SO,CEG-SO,1.0379050008064,True,1473,1997-04-16,0
873,11,4,CEG,SO,CEG-SO,1.0277989689437863,True,1487,1997-05-06,0
874,11,10,CEG,SO,CEG-SO,1.0083914117640216,False,1505,1997-06-02,0
875,11,4,USW,3054Q,USW-3054Q,1.033948720624399,True,1384,1996-12-06,0
876,11,5,USW,3054Q,USW-3054Q,1.0278397492737965,True,1415,1997-01-23,0
877,11,3,USW,3054Q,USW-3054Q,1.0232440522251347,True,1420,1997-01-30,0
878,11,5,USW,3054Q,USW-3054Q,1.0218053039580268,True,1428,1997-02-11,0
879,11,6,USW,3054Q,USW-3054Q,1.040736762226243,True,1467,1997-04-08,0
880,11,9,USW,3054Q,USW-3054Q,1.053863933934368,True,1504,1997-05-30,0
881,11,5,ETR,PPL,ETR-PPL,1.047161995954785,True,1386,1996-12-10,0
882,11,3,ETR,PPL,ETR-PPL,1.024071975024163,True,1391,1996-12-17,0
883,11,2,ETR,PPL,ETR-PPL,1.023790338284797,True,1411,1997-01-16,0
884,11,5,ETR,PPL,ETR-PPL,1.0193395564179255,True,1426,1997-02-07,0
885,11,15,ETR,PPL,ETR-PPL,1.025351450182304,True,1443,1997-03-05,0
886,11,6,ETR,PPL,ETR-PPL,1.0271879379936886,True,1461,1997-03-31,0
887,11,39,ETR,PPL,ETR-PPL,0.876088960563728,False,1505,1997-06-02,0
888,12,2,JCI,1436513D,JCI-1436513D,1.0000191744199618,True,1510,1997-06-09,0
889,12,2,JCI,1436513D,JCI-1436513D,1.000019771753917,True,1512,1997-06-11,0
890,12,3,JCI,1436513D,JCI-1436513D,1.000011433420271,True,1533,1997-07-11,0
891,12,3,JCI,1436513D,JCI-1436513D,1.0000073520763937,True,1561,1997-08-20,0
892,12,2,JCI,1436513D,JCI-1436513D,1.000008939908747,True,1567,1997-08-28,0
893,12,2,JCI,1436513D,JCI-1436513D,1.0000147364245922,True,1574,1997-09-09,0
894,12,3,JCI,1436513D,JCI-1436513D,1.0000205059564804,True,1577,1997-09-12,0
895,12,2,JCI,1436513D,JCI-1436513D,1.0000118062309868,True,1580,1997-09-17,0
896,12,2,JCI,1436513D,JCI-1436513D,1.0000168031153691,True,1590,1997-10-01,0
897,12,3,JCI,1436513D,JCI-1436513D,1.0000175465502177,True,1602,1997-10-20,0
898,12,2,JCI,1436513D,JCI-1436513D,1.0000198128646602,True,1607,1997-10-27,0
899,12,2,JCI,1436513D,JCI-1436513D,1.0000116359968885,True,1621,1997-11-17,0
900,12,2,JCI,1436513D,JCI-1436513D,1.000006841844364,True,1623,1997-11-19,0
901,12,2,JCI,1436513D,JCI-1436513D,1.000006853590548,True,1626,1997-11-24,0
902,12,120,CEG,0961514D,CEG-0961514D,0.9320154938994436,False,1632,1997-12-03,0
903,12,10,AEP,NEE,AEP-NEE,1.0152875784790327,True,1520,1997-06-23,0
904,12,12,AEP,NEE,AEP-NEE,1.0231660756277736,True,1558,1997-08-15,0
905,12,5,AEP,NEE,AEP-NEE,1.023503031125978,True,1570,1997-09-03,0
906,12,3,AEP,NEE,AEP-NEE,1.036854026594911,True,1588,1997-09-29,0
907,12,36,AEP,NEE,AEP-NEE,0.9774774216024216,False,1632,1997-12-03,0
908,12,20,CEG,PPW,CEG-PPW,1.0287956227653694,True,1524,1997-06-27,0
909,12,6,CEG,PPW,CEG-PPW,1.0420603502133987,True,1566,1997-08-27,0
910,12,3,CEG,PPW,CEG-PPW,1.0385933048835956,True,1612,1997-11-03,0
911,12,8,CEG,PPW,CEG-PPW,1.0324599594187995,True,1624,1997-11-20,0
912,12,63,DUK,SO,DUK-SO,1.0367138815146095,True,1575,1997-09-10,0
913,12,19,DUK,SO,DUK-SO,1.016973786735319,True,1597,1997-10-10,0
914,12,10,DUK,SO,DUK-SO,1.030126483462627,True,1609,1997-10-29,0
915,12,15,DUK,SO,DUK-SO,1.0394268579002166,True,1629,1997-11-28,0
916,12,116,STI,KEY,STI-KEY,1.0137944227265574,True,1624,1997-11-20,0
917,12,2,STI,KEY,STI-KEY,1.00171722687482,False,1632,1997-12-03,0
918,12,4,DOW,PGL,DOW-PGL,1.026441851469654,True,1508,1997-06-05,0
919,12,13,DOW,PGL,DOW-PGL,1.0278253500254395,True,1537,1997-07-17,0
920,12,11,DOW,PGL,DOW-PGL,1.0611241177995543,True,1559,1997-08-18,0
921,12,50,DOW,PGL,DOW-PGL,0.9536320328332468,False,1632,1997-12-03,0
922,12,2,CNP,SO,CNP-SO,1.0285500998927628,True,1519,1997-06-20,0
923,12,5,CNP,SO,CNP-SO,1.0510725980604498,True,1529,1997-07-07,0
924,12,57,CNP,SO,CNP-SO,1.0377580950313356,True,1594,1997-10-07,0
925,12,13,CNP,SO,CNP-SO,1.0516050807661148,True,1629,1997-11-28,0
926,12,29,D,0961514D,D-0961514D,1.03477178726352,True,1571,1997-09-04,0
927,12,75,PPW,SO,PPW-SO,1.0726155667097683,True,1579,1997-09-16,0
928,12,4,PPW,SO,PPW-SO,1.027633612198083,True,1605,1997-10-23,0
929,12,20,PPW,SO,PPW-SO,0.9523183843571812,False,1632,1997-12-03,0
930,12,121,ETR,BNI,ETR-BNI,1.050934455039522,True,1625,1997-11-21,0
931,12,3,ETR,BNI,ETR-BNI,0.997074142896228,False,1632,1997-12-03,0
932,12,2,XEL,GPUI,XEL-GPUI,1.0248695645764343,True,1530,1997-07-08,0
933,12,9,XEL,GPUI,XEL-GPUI,1.033760010756835,True,1566,1997-08-27,0
934,12,26,XEL,GPUI,XEL-GPUI,1.0283545081131664,True,1595,1997-10-08,0
935,12,14,XEL,GPUI,XEL-GPUI,1.0257868989194778,True,1623,1997-11-19,0
936,12,7,XEL,GPUI,XEL-GPUI,1.0080910193053096,False,1632,1997-12-03,0
937,12,12,XEL,AEP,XEL-AEP,1.0592995072659857,True,1516,1997-06-17,0
938,12,84,XEL,AEP,XEL-AEP,1.0295807330657687,True,1626,1997-11-24,0
939,12,3,SNA,2500Q,SNA-2500Q,1.0302705091874689,True,1526,1997-07-01,0
940,12,9,SNA,2500Q,SNA-2500Q,1.0293511890352365,True,1548,1997-08-01,0
941,12,5,SNA,2500Q,SNA-2500Q,1.024082874921675,True,1557,1997-08-14,0
942,12,7,SNA,2500Q,SNA-2500Q,1.0279924297111456,True,1572,1997-09-05,0
943,12,23,SNA,2500Q,SNA-2500Q,1.017615151543081,True,1603,1997-10-21,0
944,12,28,SNA,2500Q,SNA-2500Q,0.9305605785636036,False,1632,1997-12-03,0
945,12,8,T,USW,T-USW,1.020991400162417,True,1520,1997-06-23,0
946,12,29,T,USW,T-USW,1.0251219339259976,True,1557,1997-08-14,0
947,12,3,T,USW,T-USW,1.0215740073473962,True,1560,1997-08-19,0
948,12,3,T,USW,T-USW,1.0444768850557289,True,1567,1997-08-28,0
949,12,2,T,USW,T-USW,1.039868924351649,True,1574,1997-09-09,0
950,12,3,T,USW,T-USW,1.0344738643847045,True,1577,1997-09-12,0
951,12,2,T,USW,T-USW,1.0277781780350952,True,1581,1997-09-18,0
952,12,5,T,USW,T-USW,1.0221914098612228,True,1597,1997-10-10,0
953,12,4,T,USW,T-USW,1.0360998351080717,True,1603,1997-10-21,0
954,12,2,T,USW,T-USW,1.035169641737877,True,1608,1997-10-28,0
955,12,4,T,USW,T-USW,1.034805353897825,True,1620,1997-11-14,0
956,12,2,T,USW,T-USW,1.0158121069669712,True,1630,1997-12-01,0
957,12,24,PPW,0961514D,PPW-0961514D,1.0303150974371895,True,1528,1997-07-03,0
958,12,40,PPW,0961514D,PPW-0961514D,1.027312760983769,True,1572,1997-09-05,0
