,Return
2310,0.6956264066859097
2311,0.6948034806468002
2312,0.6945373709137125
2313,0.6937157332039215
2314,0.6934500400781044
2315,0.692630382130732
2316,0.6923657973247581
2317,0.6915474209523202
2318,0.6912832498375164
2319,0.6901896397362735
2320,0.6899259872938942
2321,0.688972509579454
2322,0.6887093220807946
2323,0.6878952676620951
2324,0.6876324916698482
2325,0.6868197100646944
2326,0.6865573449354497
2327,0.6860204570917102
2329,0.6857583972771012
2331,0.6852221342104305
2332,0.6848233349283201
2333,0.6842878030804063
2334,0.6837526900183974
2335,0.6832179954148031
2336,0.6824063324362504
2337,0.6818685962462906
2338,0.6811949100731992
2339,0.6809306064480908
2340,0.6805302192514993
2341,0.679993961438729
2342,0.6790501298202521
2343,0.6786508483439179
2344,0.6779803413057541
2345,0.677310496728544
2346,0.6767767760571219
2347,0.6761081206023775
2348,0.6755753474033428
2349,0.6749078789601083
2350,0.6741060883999037
2351,0.6734400715845646
2352,0.6726400247795222
2353,0.6719754564350401
2354,0.6713115446840823
2355,0.6706482888779344
2356,0.669985688368523
2357,0.6691843854852343
2358,0.668651714714388
2359,0.6681194679494753
2360,0.6674540209593977
2361,0.6667892367545221
2362,0.6663918303694163
2363,0.6654615473742206
2364,0.6650649322919855
2365,0.664535540605881
2366,0.6638736632074376
2367,0.6633452197715244
2368,0.662684527932632
2369,0.6618919572372246
2370,0.6612327128478164
2371,0.6605741250658199
2372,0.6597840784122412
2373,0.6591269334701426
2374,0.6584704430444064
2375,0.6576829123945253
2376,0.6570278602137803
2377,0.6562420548929647
2378,0.6557164050069955
2379,0.6549288896045821
2380,0.6544042915640088
2381,0.6536183520098404
2382,0.6529640800394786
2383,0.6520492773633433
2384,0.6515269858921752
2385,0.6506141965849402
2386,0.6499629317741586
2387,0.6491823262930979
2388,0.6485324947844785
2389,0.6478833137571992
2390,0.6471052058973769
2391,0.6464574535862736
2392,0.6456810581845165
2393,0.6451638676569107
2394,0.6442599930783234
2395,0.6437439408238677
2396,0.6428420555627734
2397,0.6424557074873802
2398,0.6414271358996929
2399,0.6409133527638372
2527,0.6399968466693849
2528,0.6397216480253171
2529,0.6386789017390357
2530,0.638404269811288
2531,0.6371083091435711
2532,0.6368343525706394
2533,0.6356689457054351
2534,0.6353956080587817
2535,0.6342328340960341
2536,0.6339601139773728
2537,0.6327999669687943
2538,0.6325278629829977
2539,0.6317498537115286
2540,0.6313518513036903
2541,0.6305752885265868
2542,0.6301780260948151
2543,0.6295289427279375
2544,0.6288805279169277
2545,0.62848433318434
2546,0.6277081550328574
2547,0.6271840187234049
2548,0.6266603200677708
2549,0.6260117266365007
2550,0.6254890068447593
2551,0.624841625722675
2552,0.6241949146400521
2553,0.6237985508692556
2554,0.6231529193691059
2555,0.6227572172653064
2556,0.6221126635454368
2557,0.6214687769386673
2558,0.6205769692437604
2559,0.6200587874744419
2560,0.6190449913569211
2561,0.6185280887891381
2562,0.6176405009817257
2563,0.617124771163406
2564,0.6163626220710192
2565,0.6158479592815899
2566,0.6150873870518772
2567,0.6145737890836889
2568,0.6138147904541705
2569,0.6133047103633031
2570,0.6125497322648459
2571,0.6120407034373337
2572,0.6112872813314024
2573,0.6109015590568823
2574,0.6101495392376832
2575,0.6097645348784242
2576,0.6090139147359889
2577,0.6087514297387376
2578,0.6080020567287293
2579,0.6077400078422792
2580,0.6072349758957623
2581,0.606851810625972
2582,0.6063475167713418
2583,0.6058436419849048
2584,0.6053401859184153
2585,0.6048371482239171
2586,0.6038506588351639
2587,0.6034696290694388
2588,0.6026060640302404
2589,0.6022234091795812
2590,0.6013592185874085
2591,0.601097627327323
2592,0.6003552717575737
2593,0.6000941172143592
2594,0.5995930386264853
2595,0.5992122970469574
2596,0.598352427400695
2597,0.5977331326383353
2598,0.5968753855929992
2599,0.5962576195689104
2600,0.5956404929326566
2601,0.5949048769238848
2602,0.5944081313516534
2603,0.5936740373094341
2604,0.5930595846808189
2605,0.5923271560937381
2606,0.5918325629183998
2607,0.5913383827283629
2608,0.5908446151787847
2609,0.5902330910020747
2610,0.5899763396074887
2611,0.5894819394348977
2612,0.5891058499575382
2613,0.5884943580852823
2614,0.5882365975564409
2615,0.5877436552876886
2616,0.5872511261045574
2617,0.5866415594356609
2618,0.5861499538088538
2619,0.585658760147562
2620,0.5850508463545289
2621,0.5845605737452838
2622,0.5840707119844852
2623,0.5835812607278422
2624,0.5830922196313523
2625,0.5824869699073749
2626,0.582115343220574
2627,0.5815111074943111
2628,0.5811401034077297
2629,0.5804206519597109
2630,0.5800503435837606
2631,0.5797962815332709
2632,0.5794350684498757
2633,0.5790740804022314
2634,0.5784816876179799
2635,0.5781212935265939
2636,0.5775298754433162
2637,0.5770545683558264
2638,0.5764642415323984
2639,0.5759898114616172
2640,0.575400573884492
2641,0.574927019212185
2642,0.5742238834676885
2643,0.573636452434901
2644,0.5730496223440601
2645,0.5724633925804021
2646,0.5717632698512763
2647,0.5712927086801888
2648,0.5704797591557369
2649,0.5700102543139517
2650,0.569199129722063
2651,0.5687306788383018
2653,0.5674800400755363
2655,0.5663456474754254
2656,0.5661196755620826
2657,0.5652144502008589
2658,0.5648758867451886
2659,0.563972650202283
2660,0.5636348305848119
2661,0.5628463054568237
2662,0.5623965912587637
2663,0.561497319109341
2664,0.5610486827513727
2665,0.5602637756442035
2666,0.5598161248874638
2667,0.5591449053537237
2668,0.5588099775554168
2669,0.55836348838335
2670,0.5580290286538084
2671,0.557136740236991
2672,0.556803015329589
2673,0.5560296159412962
2674,0.5557021144975068
2675,0.5551525251062688
2676,0.5546034792589387
2677,0.5540549764179517
2678,0.5535070160462743
2679,0.5529595976074045
2680,0.5525233124848923
2681,0.5518663622663478
2682,0.5514309397065196
2683,0.5507752883192085
2684,0.5504508816743885
2685,0.5497963955760776
2686,0.5493626062199681
2687,0.5489291591236606
2688,0.5486058398489367
2689,0.5481729898412959
2690,0.5477404813523111
2691,0.5471987660162537
2692,0.5467763285688891
2693,0.546354217243234
2694,0.5459324317875222
2695,0.5456201584365397
2696,0.5450898156425393
2697,0.5447780242679918
2698,0.5444664112381106
2699,0.5438282966041396
2700,0.5434084611591612
2701,0.5430976315193782
2702,0.5425697406215414
2703,0.5421508767817815
2704,0.5416239061295497
2705,0.5410974476927918
2706,0.5404632814840958
2707,0.5399379511744933
2708,0.5393051438957168
2709,0.5387809392958502
2710,0.5382572442228547
2711,0.5377340581814701
2712,0.537318927488554
2713,0.5367966534910352
2714,0.5362861598735652
2715,0.5358834089675002
2716,0.5353737838455721
2717,0.5348646433771349
2718,0.5345699329586341
2719,0.5340615569523904
2720,0.5337672890345097
2721,0.5332596763426378
2722,0.5329658502609731
2723,0.5323524065673227
2724,0.5319526099099907
2725,0.5315531134999484
2726,0.5311539171117099
2727,0.5308612513033814
2728,0.5304625745036525
2729,0.5300641971102004
2730,0.5294540932193266
2731,0.528950582376675
2732,0.5283417602563595
2733,0.527944975594407
2734,0.527131412387016
2735,0.5267408080104372
2736,0.5260344485868952
2737,0.5256446570604923
2738,0.5249397675753742
2739,0.5244457992540857
2740,0.523742517437286
2741,0.5232496757283774
2742,0.5226526478483714
2743,0.5220563011771764
2744,0.5214606349375333
2745,0.5210742326070446
2746,0.5203754720611184
2747,0.5199898738363211
2748,0.5193965653902739
2749,0.5190116925353198
2750,0.518627104871151
2751,0.5182428021864415
2752,0.5179624328304586
2753,0.5175786226677312
2754,0.5170915811838009
2755,0.516604998005907
2756,0.5161214557277735
2757,0.5158448146275034
2758,0.5155683218068631
2759,0.5151888635220132
2760,0.514809684518461
2761,0.5143278226537517
2762,0.5140521429408093
2763,0.5136738005636048
2764,0.5131930018862773
2765,0.5129179304372662
2766,0.5126430064265518
2767,0.5122657011738219
2768,0.5118886736177579
2769,0.5114095458192517
2770,0.5110331483935288
2771,0.5106570279963112
2772,0.5101790530181066
2773,0.5098035612350853
2774,0.5093263851017692
2775,0.5089515208823343
2776,0.5085769325629649
2778,0.5075918190445904
2780,0.506608613691101
2782,0.5057286345291195
2783,0.5055582039792832
2784,0.5046800493789712
2785,0.5045099722023304
2786,0.5037345403750554
2787,0.503564781834949
2788,0.5027908027652687
2789,0.5024202459436307
2790,0.5016480260256153
2791,0.5014789706408447
2792,0.5006079016688415
2793,0.5003390752256454
2794,0.4994699862519784
2795,0.4993016648666115
2796,0.4984343778747382
2797,0.4982664054893944
2798,0.49750355962259013
2799,0.49733888594435505
2800,0.49647799233278533
2801,0.4963136581173232
2802,0.4954545391751221
2803,0.49519145281482013
2804,0.49433427640999766
2805,0.494170651764506
2806,0.4932164082359487
2807,0.4930531536048226
2808,0.49229828922665364
2809,0.4921353384929196
2810,0.49148030635738554
2811,0.49131762637598125
2812,0.4906636826152748
2813,0.49040314019980613
2814,0.4897504136202002
2815,0.48958830623329197
2816,0.4890345818589421
2817,0.48887271141234684
2818,0.48841757091802196
2819,0.4881582211878645
2820,0.4877037458839386
2821,0.487458430899759
2822,0.4869207642504766
2823,0.4865784589532085
2824,0.4860417629129831
2825,0.4856028672010727
2826,0.4851643678119901
2827,0.48472626438785593
2828,0.4841916113182361
2829,0.48375438629321577
2830,0.4835110578369103
2831,0.4831711495632509
2832,0.4830247487049332
2833,0.48278178725633464
2834,0.48244239165989344
2835,0.4821997231368885
2836,0.48186941632653973
2837,0.48153933577635605
2838,0.4812094813313492
2839,0.4808798528366372
2840,0.4805504501374441
2841,0.48012516298907243
2842,0.4797962772524249
2843,0.47927569829160604
2844,0.4789473944382763
2845,0.47842773651531073
2846,0.47819569906310083
2847,0.47758121758980476
2848,0.47734959069927374
2849,0.4767361964752252
2850,0.47650497941993475
2851,0.4758926705213801
2852,0.475566684042073
2853,0.47495558085307893
2854,0.4746302362801946
2855,0.4739254103793185
2856,0.47369555655528456
2857,0.473086857765111
2858,0.4727627932675419
2859,0.47216049346891903
2860,0.47193668939501476
2861,0.4712410547148465
2862,0.47111193466585466
2863,0.4706059604480235
2864,0.47047701441486073
2865,0.46997172210137916
2866,0.4697489555051031
2867,0.4691504953357896
2868,0.4689281180010005
2869,0.4683307035786672
2870,0.4680150486844552
2871,0.4674187975124312
2872,0.46701027348340535
2873,0.46660210650438083
2874,0.466194296263296
2875,0.46588008130761455
2876,0.4654729021165517
2877,0.46515917338052515
2878,0.46465959242831445
2879,0.4644393437815034
2880,0.46394378700168853
2881,0.46372712525315873
2882,0.4632323284105136
2883,0.4629233524474638
2884,0.4624294132304023
2885,0.4623059445770698
2886,0.4619051253231215
2887,0.46178179665466024
2888,0.4612890754776297
2889,0.46098139566428614
2890,0.46058172479424525
2891,0.4602745167838075
2892,0.45987545877775593
2893,0.4594767467549956
2894,0.45907838041555904
2895,0.45877217513582186
2896,0.4583744196599791
2897,0.45816035880599787
2898,0.4578547658466743
2899,0.45754937671785456
2901,0.45687906688096286
2902,0.4566666181148632
2903,0.4559976015193249
2904,0.45569436311431455
2905,0.45511790974497496
2906,0.45481525633499453
2907,0.4542399150357308
2908,0.4538469975092249
2909,0.4532728810573758
2910,0.45297145459147264
2911,0.45239844570141446
2912,0.4521880804241633
2913,0.4515256248863419
2914,0.45131566547076973
2915,0.45065448802085506
2916,0.4503548027863212
2917,0.44969503300023916
2918,0.449485924809894
2919,0.44909711948493347
2920,0.448708650476579
2921,0.44822942963787
2922,0.44801965826479945
2923,0.44754117326977266
2924,0.44742123223533636
2925,0.446943386359309
2926,0.4468236055317647
2927,0.4465251273632695
2928,0.4461375435527182
2929,0.4457502961649144
2930,0.4455416850263092
2931,0.4451549548437064
2932,0.44503565331580824
2933,0.444560355238067
2934,0.44435230099181555
2935,0.4438777327343563
2936,0.44366999795543666
2937,0.44337362639680244
2938,0.4429001033638107
2939,0.44278140613610917
2940,0.4423961863127707
2941,0.44218826010520373
2942,0.44171511866689117
2943,0.44150751256111775
2944,0.44112340102518954
2945,0.4409160730267077
2946,0.4404442928285691
2947,0.4403253728695054
2948,0.44003035486968284
2949,0.4398235406028941
2950,0.4396168235388107
2951,0.43932228026703973
2952,0.43911579879531426
2953,0.43899723752963954
2954,0.4387031093804947
2955,0.43849691891908593
2956,0.4381154265996263
2957,0.4379095123491245
2958,0.4376161129758506
2959,0.437410433402752
2960,0.43711824323323895
2961,0.4370010955440524
2962,0.436709178812229
2963,0.43650479891654487
2964,0.4363005146706519
2965,0.43609632602978604
2966,0.4358922329492041
2967,0.43560105693759404
2968,0.4354843158543347
2969,0.4351063154681732
2970,0.4349026857125341
2971,0.43461217071847813
2973,0.4341480049201508
2975,0.43377116445188013
2977,0.43330789684824556
2979,0.43310510875252056
2980,0.43298903658337484
2981,0.43252660429230383
2982,0.4324106871623535
2983,0.43212183682332905
2984,0.4319196038036957
2985,0.43163108150835483
2986,0.43117009951330393
2987,0.43088207788682903
2988,0.43059424865880064
2989,0.43030661170069656
2990,0.42993310556174036
2991,0.4296459102472251
2992,0.4293589067791799
2993,0.42907209502945143
2994,0.42852803161295405
2995,0.4283274804941592
2996,0.42795569224109026
2997,0.427584226700225
2998,0.42729860043678924
2999,0.42701316497169745
3000,0.4265571149115077
3001,0.42627217475874685
3002,0.4258169160761045
3003,0.42553247037616565
3004,0.4250784272302743
3005,0.4247948999193117
3006,0.4243416437610978
3007,0.4241434762134614
3008,0.4236909151243416
3009,0.4234083132839537
3010,0.42295653661367966
3011,0.42275901591108106
3012,0.4222233802379217
3013,0.4220262019193506
3014,0.42157589996190264
3015,0.42129470883662806
3016,0.42084518738229937
3017,0.4205644836423154
3018,0.42011574133826907
3019,0.41983552413879643
3020,0.41938755963454033
3021,0.419191705644191
3022,0.41857675141201095
3023,0.41829756071881913
3025,0.4177679960069491
3026,0.4174897625216084
3027,0.41696122048225603
3028,0.41676691655351134
3029,0.4162392896371546
3030,0.4159620742702563
3031,0.4154354662842301
3032,0.4151587862636848
3033,0.414633195240275
3034,0.41435704953224495
3035,0.41383247350753716
3036,0.41363962757488265
3037,0.4130332318808579
3038,0.41284075839480144
3039,0.4123181019946736
3040,0.4121259617591441
3041,0.4117690606762607
3042,0.41157717629398555
3043,0.41113843502405617
3044,0.4110290722003398
3045,0.41050870939493417
3047,0.40990772464437997
3049,0.40930761973550056
3051,0.4087902549041549
3052,0.4086823342768602
3053,0.4082474962731896
3054,0.4081397189341735
3055,0.4077054582732276
3056,0.40743474184893413
3057,0.4070012312836069
3058,0.40681238271229125
3059,0.4063795343370854
3060,0.4062722501400204
3061,0.40583997646587144
3062,0.40573283471208443
3063,0.40513884184206594
3064,0.4049508574194512
3065,0.4045199897071569
3066,0.4043322924319328
3067,0.4039829493312716
3068,0.4037955012427819
3069,0.40344662192970815
3070,0.4033401120215187
3071,0.4031529622095407
3072,0.4030465298275174
3073,0.4026982976257464
3074,0.402511445615648
3075,0.40232468030488233
3076,0.40213800165322083
3077,0.4020318372207844
3078,0.40184529444831396
3080,0.40157846917280027
3081,0.40147245245693863
3082,0.40112558025801587
3083,0.40085923287272457
3084,0.400432718648948
3085,0.4002469178674949
3086,0.39974100576331034
3087,0.3994755777354835
3088,0.3991312297874755
3089,0.39894683115931373
3090,0.39852314962462254
3091,0.39809991803972117
3092,0.39783637589397886
3093,0.39749344093795824
3094,0.3971508015918697
3095,0.39688788776121586
3096,0.3964663928244134
3097,0.3961246387937988
3098,0.39570395442739975
3099,0.3954419984095688
3100,0.3950220390072578
3101,0.3948395388252365
3102,0.3944991871427691
3103,0.3942380286808806
3104,0.39374050028868535
3105,0.393558592177552
3106,0.39314063295265944
3107,0.3929590019802353
3108,0.39277745492132043
3109,0.3922817697732097
3110,0.3921005355955745
3111,0.39161080202661563
3112,0.391513290936911
3113,0.3911025934947182
3114,0.391005208948938
3115,0.3905950444847506
3116,0.39026342929198304
3117,0.38985404295465576
3118,0.3896789984893691
3119,0.38919228942025585
3121,0.38886186516653803
3122,0.38868726618907823
3123,0.3884350081533215
3124,0.38818291383303
3125,0.38800861970471895
3126,0.3876015986626487
3127,0.3875050858645817
3128,0.3871760940466827
3129,0.38684738154283704
3130,0.3865189481159072
3131,0.3862688703564762
3132,0.385864446849213
3133,0.38569196544147144
3134,0.3854424227398308
3135,0.38519304149231814
3136,0.3850208602027711
3137,0.3846947475341793
3138,0.38452278898203157
3139,0.3841970981797638
3140,0.38402536207687743
3141,0.3837768976676137
3142,0.3834518386352892
3143,0.38305036456023805
3144,0.3827259209014555
3145,0.382401752046452
3146,0.3820778577624686
3147,0.3817542378169438
3148,0.38143089197751284
3149,0.3811078200120079
3150,0.3807850216884577
3151,0.38046249677508753
3153,0.37983625550539574
3155,0.37928701227993494
3157,0.3785109910528102
3159,0.37773655756511615
3161,0.37696370856833794
3163,0.3762678335623208
3165,0.3756484967082772
3167,0.3751053089820371
3169,0.3745629067052491
3171,0.37409620132349436
3172,0.3738545351774394
3173,0.37346348333364376
3174,0.3733716113167437
3175,0.3730557389335697
3177,0.3726655226306452
3179,0.37235024759849966
3180,0.37218417938807075
3181,0.37186931157230846
3182,0.37162908399703276
3183,0.3713890116087707
3184,0.37129764991191494
3185,0.37098353210008944
3186,0.3708180734447728
3187,0.37057852496932747
3188,0.3702650155372034
3189,0.37002582433716635
3190,0.3697867876546445
3191,0.3695479053898196
3192,0.3693095469908431
3193,0.3691452042424322
3194,0.3688332765448473
3195,0.3685953790814759
3196,0.36835763506196834
3197,0.3681937159143657
3198,0.36795623096760094
3199,0.3677188991986268
3200,0.3674817205086437
3201,0.36724469479891564
3202,0.3670812709097301
3203,0.36691791974417526
3204,0.3668280248538379
3205,0.3665914207778072
3206,0.36642828759556106
3207,0.366265227007581
3208,0.3660289859361611
3209,0.3658661030374195
3210,0.3655569461803529
3211,0.3652480505608305
3212,0.3649394159581066
3213,0.364631042151622
3214,0.3643229289210039
3215,0.364160805217634
3216,0.36378025717618157
3217,0.36361837496173816
3218,0.36331111743489547
3219,0.36314944398763693
3220,0.3628425827074674
3221,0.36260854924162106
3222,0.3623021450175119
3223,0.3619959997049721
3224,0.3616901130852214
3225,0.3613121469170474
3226,0.3610791005822859
3227,0.3607739887422938
3228,0.36054128951955505
3229,0.36030874038781496
3230,0.36007634125026483
3231,0.3599881225466585
3232,0.35982792783212525
3233,0.35966780440423995
3234,0.35958076479557416
3235,0.3593499139445754
3236,0.35919108128261185
3237,0.3588168041759154
3238,0.35872997050930483
3239,0.3582126818918304
3240,0.3581259944228126
3241,0.3576812019377395
3242,0.357523106846483
3243,0.35722207239051823
3244,0.3570641802345216
3245,0.3566921193587172
3246,0.3564631230180889
3247,0.35602039581930045
3248,0.3558630348043483
3249,0.35542105291512127
3250,0.3553350410203158
3251,0.35496478190757264
3252,0.35487888043035104
3253,0.3545800724130287
3254,0.3544233480210221
3255,0.35419793477168077
3256,0.353972664885166
3257,0.35374753827029903
3258,0.3535225548359591
3259,0.35315630546914906
3260,0.3530023293199645
3261,0.352566018440925
3262,0.35241229965688475
3263,0.35190623559457745
3264,0.3516824232287393
3265,0.3513180802382743
3266,0.35102437832319516
3267,0.3506607170672523
3268,0.3502974325643706
3269,0.34993452442423395
3270,0.34971196606670013
3271,0.349349664469855
3272,0.3492672179490401
3273,0.3488355236676551
3274,0.3487531984840695
3275,0.3483221395307432
3277,0.3476826200825648
3279,0.34711381131610974
3281,0.34668477864532304
3282,0.3465336240818337
3283,0.3461053085224685
3284,0.34588518554624825
