,CC,FI,RMRF,SEMESTER
0,1.0,1.0,1.0014334117051797,0.0
1,1.0012350970807735,1.0061754854038676,0.9886852180097958,0.0
2,1.0031605632730916,1.0126253754324699,0.9960139560802209,0.0
3,0.9974622637579829,0.9934518323425295,0.9987808411113958,0.0
4,0.9974622637579829,0.9934518323425295,0.9900725694892676,0.0
5,0.9974632973315555,0.9934621265220371,1.0029488245600697,0.0
6,1.00037844114031,1.007979377307657,1.0143459330282096,0.0
7,1.0003735480589884,1.0079300747151503,1.0192412761676255,0.0
8,1.001751232357787,1.012557044446995,1.0234955194908892,0.0
9,0.9973638749209918,1.003687677411273,1.0192306892450764,0.0
10,0.9939049668547292,0.9967259987487463,1.0097823485988073,0.0
11,0.9961536306181189,1.0023636142908727,1.012538215402783,0.0
12,0.9932124055485123,0.9964444931822454,1.0019606942785289,0.0
13,0.9907176981051236,0.9922731170828689,0.9842129150654365,0.0
14,0.9906533067759142,0.9921656297110544,0.9852561452790383,0.0
15,0.9854351393176247,0.9834554072636054,0.9885693687015913,0.0
16,0.9832754714479695,0.9803763656742411,0.9850150004576815,0.0
17,0.9906092377137313,0.9908222846273559,0.977892394151983,0.0
18,0.9866580056103821,0.9842354814919961,0.9834457044726732,0.0
19,0.9864111817935804,0.9838251185009833,0.98481912898199,0.0
20,0.9893123359109567,0.9886476988238048,0.9827904688790904,0.0
21,0.9788705507694663,0.9712564152068509,0.971342360556167,0.0
22,0.977426892766939,0.968391558162746,0.9527705709999709,0.0
23,0.9785375353024972,0.9711424975514876,0.9236833094548548,0.0
24,0.974677436502422,0.9615651797321418,0.9245248283909515,0.0
25,0.9770835022703189,0.9674994226311499,0.9339807339952801,0.0
26,0.9753118950807169,0.9631138482941395,0.9381035715188841,0.0
27,0.9763097598817495,0.9655773100171205,0.9256386772682107,0.0
28,0.9745166837686369,0.9620305799093217,0.9345341662297907,0.0
29,0.9802534328646476,0.9733570726242268,0.9357847982387953,0.0
30,0.9822039496984574,0.9772306614162867,0.9373654135132776,0.0
31,0.9841257964482216,0.9820109506092527,0.9159561811241786,0.0
32,0.9788047087673045,0.9687368184031077,0.9031292151306228,0.0
33,0.9815460290836329,0.977780562940627,0.9047451987202721,0.0
34,0.9815460290836329,0.977780562940627,0.8861725979079276,0.0
35,0.9815460290836329,0.977780562940627,0.8713000981978183,0.0
36,0.9836043549672187,0.9880327109883693,0.8449306924310092,0.0
37,0.983881950313287,0.9894269366287324,0.8569348938435254,0.0
38,0.9818047736533806,0.9789825203103244,0.8840071463793014,0.0
39,0.9808590485909996,0.9758391652362969,0.8834801731761736,0.0
40,0.9800020243586087,0.9729970381820415,0.8910640812887773,0.0
41,0.9834017041722549,0.9842483019795492,0.8757478468416042,0.0
42,0.9817836073499223,0.9788500025763567,0.8860772660655072,0.0
43,0.981500884041912,0.9779104075077407,0.8872806466865808,0.0
44,0.9798856209431562,0.9725458934224975,0.8906005895790832,0.0
45,0.9806660992293077,0.975128000748355,0.8795597070841374,0.0
46,0.9801345391974383,0.9733661402076408,0.8873810348182642,0.0
47,0.9793017987697382,0.9706095073050838,0.8822740997994168,0.0
48,0.9816600101619279,0.9822959067397115,0.8804068606035345,0.0
